I_MA,tr_ns,liner_r_cm,foam_r_cm,m_mg_per_cm,E_MJ_per_cm,v_cm_per_s
40,150,4,0.5,2.05,3.1024,-173980000
40,150,4,0.6,2.1,2.8203,-163890000
40,150,4,0.7,2.2,2.5826,-153220000
40,150,4,0.8,2.3,2.3773,-143780000
40,150,5,0.5,1.25,3.4494,-234930000
40,150,5,0.6,1.3,3.1656,-220680000
40,150,5,0.7,1.35,2.9267,-208230000
40,150,5,0.8,1.4,2.7203,-197130000
40,150,6,0.5,0.85,3.7339,-296410000
40,150,6,0.6,0.9,3.4486,-276830000
40,150,6,0.7,0.9,3.2096,-267060000
40,150,6,0.8,0.9,3.0019,-258280000
40,150,7,0.5,0.6,3.9744,-363980000
40,150,7,0.6,0.65,3.6886,-336890000
40,150,7,0.7,0.65,3.4493,-325780000
40,150,7,0.8,0.65,3.2414,-315810000
40,175,4,0.5,2.8,3.1026,-148870000
40,175,4,0.6,2.9,2.8204,-139470000
40,175,4,0.7,3,2.5826,-131210000
40,175,4,0.8,3.15,2.3774,-122860000
40,175,5,0.5,1.7,3.4495,-201450000
40,175,5,0.6,1.75,3.1661,-190220000
40,175,5,0.7,1.8,2.927,-180340000
40,175,5,0.8,1.85,2.7206,-171500000
40,175,6,0.5,1.15,3.7335,-254810000
40,175,6,0.6,1.2,3.4495,-239770000
40,175,6,0.7,1.25,3.2094,-226610000
40,175,6,0.8,1.25,3.0026,-219180000
40,175,7,0.5,0.85,3.975,-305830000
40,175,7,0.6,0.85,3.6897,-294650000
40,175,7,0.7,0.9,3.4488,-276840000
40,175,7,0.8,0.9,3.2418,-268400000
40,200,4,0.5,3.65,3.1029,-130390000
40,200,4,0.6,3.8,2.8206,-121840000
40,200,4,0.7,3.9,2.5827,-115080000
40,200,4,0.8,4.1,2.3776,-107690000
40,200,5,0.5,2.25,3.4495,-175110000
40,200,5,0.6,2.3,3.1662,-165930000
40,200,5,0.7,2.4,2.9269,-156180000
40,200,5,0.8,2.45,2.7207,-149030000
40,200,6,0.5,1.5,3.7339,-223130000
40,200,6,0.6,1.55,3.4495,-210970000
40,200,6,0.7,1.6,3.2098,-200300000
40,200,6,0.8,1.65,3.0025,-190770000
40,200,7,0.5,1.1,3.9749,-268830000
40,200,7,0.6,1.1,3.6898,-259010000
40,200,7,0.7,1.15,3.4496,-244940000
40,200,7,0.8,1.15,3.2416,-237440000
40,225,4,0.5,4.6,3.103,-116150000
40,225,4,0.6,4.8,2.8207,-108410000
40,225,4,0.7,4.95,2.5828,-102150000
40,225,4,0.8,5.2,2.3776,-95628000
40,225,5,0.5,2.85,3.4497,-155590000
40,225,5,0.6,2.9,3.1662,-147770000
40,225,5,0.7,3,2.9273,-139700000
40,225,5,0.8,3.1,2.7209,-132490000
40,225,6,0.5,1.9,3.7341,-198260000
40,225,6,0.6,2,3.4496,-185730000
40,225,6,0.7,2.05,3.2098,-176960000
40,225,6,0.8,2.05,3.0026,-171150000
40,225,7,0.5,1.4,3.9752,-238300000
40,225,7,0.6,1.4,3.6901,-229600000
40,225,7,0.7,1.45,3.45,-218140000
40,225,7,0.8,1.5,3.242,-207910000
40,250,4,0.5,5.7,3.1031,-104350000
40,250,4,0.6,5.85,2.8206,-98200000
40,250,4,0.7,6.15,2.5829,-91650000
40,250,4,0.8,6.35,2.3778,-86539000
40,250,5,0.5,3.55,3.4498,-139410000
40,250,5,0.6,3.6,3.1663,-132630000
40,250,5,0.7,3.7,2.9272,-125790000
40,250,5,0.8,3.8,2.7209,-119670000
40,250,6,0.5,2.4,3.734,-176400000
40,250,6,0.6,2.45,3.4495,-167810000
40,250,6,0.7,2.5,3.2099,-160250000
40,250,6,0.8,2.55,3.0027,-153460000
40,250,7,0.5,1.7,3.9756,-216270000
40,250,7,0.6,1.75,3.6907,-205380000
40,250,7,0.7,1.8,3.4501,-195790000
40,250,7,0.8,1.8,3.2422,-189800000
40,275,4,0.5,6.8,3.1031,-95534000
40,275,4,0.6,7.15,2.8208,-88827000
40,275,4,0.7,7.35,2.583,-83836000
40,275,4,0.8,7.65,2.3778,-78845000
40,275,5,0.5,4.2,3.45,-128170000
40,275,5,0.6,4.4,3.1663,-119970000
40,275,5,0.7,4.5,2.9274,-114060000
40,275,5,0.8,4.65,2.721,-108180000
40,275,6,0.5,2.85,3.7343,-161880000
40,275,6,0.6,2.95,3.4497,-152930000
40,275,6,0.7,3,3.2101,-146290000
40,275,6,0.8,3.1,3.0029,-139190000
40,275,7,0.5,2.05,3.9754,-196940000
40,275,7,0.6,2.1,3.6908,-187480000
40,275,7,0.7,2.15,3.4503,-179150000
40,275,7,0.8,2.2,3.2422,-171680000
40,300,4,0.5,8.2,3.1033,-86999000
40,300,4,0.6,8.45,2.8209,-81711000
40,300,4,0.7,8.75,2.5831,-76839000
40,300,4,0.8,9.1,2.3778,-72291000
40,300,5,0.5,5.05,3.45,-116890000
40,300,5,0.6,5.2,3.1664,-110360000
40,300,5,0.7,5.35,2.9275,-104610000
40,300,5,0.8,5.5,2.721,-99472000
40,300,6,0.5,3.4,3.7344,-148210000
40,300,6,0.6,3.5,3.4498,-140400000
40,300,6,0.7,3.55,3.21,-134480000
40,300,6,0.8,3.7,3.0029,-127400000
40,300,7,0.5,2.45,3.9759,-180160000
40,300,7,0.6,2.5,3.6907,-171830000
40,300,7,0.7,2.55,3.4504,-164500000
40,300,7,0.8,2.65,3.2424,-156430000
40,325,4,0.5,9.7,3.1033,-79991000
40,325,4,0.6,9.95,2.821,-75301000
40,325,4,0.7,10.4,2.5832,-70482000
40,325,4,0.8,10.7,2.3779,-66668000
40,325,5,0.5,5.9,3.45,-108140000
40,325,5,0.6,6.05,3.1665,-102310000
40,325,5,0.7,6.2,2.9274,-97177000
40,325,5,0.8,6.45,2.7211,-91857000
40,325,6,0.5,4.05,3.7344,-135800000
40,325,6,0.6,4.1,3.4498,-129720000
40,325,6,0.7,4.2,3.2102,-123640000
40,325,6,0.8,4.3,3.003,-118180000
40,325,7,0.5,2.85,3.976,-167040000
40,325,7,0.6,2.95,3.6906,-158180000
40,325,7,0.7,3,3.4504,-151670000
40,325,7,0.8,3.1,3.2426,-144640000
40,350,4,0.5,11.2,3.1034,-74443000
40,350,4,0.6,11.55,2.8211,-69893000
40,350,4,0.7,11.95,2.5832,-65753000
40,350,4,0.8,12.45,2.378,-61807000
40,350,5,0.5,6.85,3.4502,-100370000
40,350,5,0.6,7.1,3.1666,-94446000
40,350,5,0.7,7.25,2.9276,-89867000
40,350,5,0.8,7.5,2.7212,-85186000
40,350,6,0.5,4.65,3.7345,-126740000
40,350,6,0.6,4.75,3.4501,-120530000
40,350,6,0.7,4.9,3.2103,-114470000
40,350,6,0.8,5.05,3.003,-109060000
40,350,7,0.5,3.35,3.9757,-154060000
40,350,7,0.6,3.4,3.6909,-147350000
40,350,7,0.7,3.5,3.4503,-140410000
40,350,7,0.8,3.55,3.2427,-135160000
40,375,4,0.5,12.8,3.1035,-69637000
40,375,4,0.6,13.25,2.8211,-65255000
40,375,4,0.7,13.8,2.5834,-61188000
40,375,4,0.8,14.25,2.3781,-57773000
40,375,5,0.5,7.85,3.4503,-93759000
40,375,5,0.6,8.05,3.1666,-88698000
40,375,5,0.7,8.35,2.9276,-83739000
40,375,5,0.8,8.6,2.7213,-79552000
40,375,6,0.5,5.35,3.7346,-118160000
40,375,6,0.6,5.5,3.4502,-112010000
40,375,6,0.7,5.6,3.2102,-107070000
40,375,6,0.8,5.75,3.0031,-102200000
40,375,7,0.5,3.85,3.9763,-143720000
40,375,7,0.6,3.9,3.6911,-137580000
40,375,7,0.7,4.05,3.4505,-130540000
40,375,7,0.8,4.1,3.2428,-125770000
40,400,4,0.5,14.5,3.1036,-65428000
40,400,4,0.6,15.15,2.8212,-61028000
40,400,4,0.7,15.65,2.5834,-57459000
40,400,4,0.8,16.25,2.3782,-54102000
40,400,5,0.5,8.95,3.4503,-87807000
40,400,5,0.6,9.25,3.1667,-82747000
40,400,5,0.7,9.5,2.9277,-78509000
40,400,5,0.8,9.8,2.7214,-74524000
40,400,6,0.5,6.05,3.7347,-111110000
40,400,6,0.6,6.25,3.4502,-105070000
40,400,6,0.7,6.45,3.2103,-99771000
40,400,6,0.8,6.6,3.0031,-95396000
40,400,7,0.5,4.35,3.9762,-135210000
40,400,7,0.6,4.45,3.6912,-128800000
40,400,7,0.7,4.55,3.4506,-123160000
40,400,7,0.8,4.7,3.2428,-117470000
40,425,4,0.5,16.5,3.1036,-61335000
40,425,4,0.6,16.95,2.8213,-57697000
40,425,4,0.7,17.7,2.5835,-54030000
40,425,4,0.8,18.35,2.3782,-50912000
40,425,5,0.5,10.2,3.4504,-82252000
40,425,5,0.6,10.45,3.1668,-77852000
40,425,5,0.7,10.7,2.9278,-73977000
40,425,5,0.8,11.1,2.7214,-70024000
40,425,6,0.5,6.8,3.7347,-104810000
40,425,6,0.6,7.05,3.4502,-98933000
40,425,6,0.7,7.2,3.2104,-94435000
40,425,6,0.8,7.4,3.0032,-90094000
40,425,7,0.5,4.85,3.9762,-128050000
40,425,7,0.6,5.05,3.6913,-120910000
40,425,7,0.7,5.1,3.4507,-116330000
40,425,7,0.8,5.3,3.2429,-110620000
40,450,4,0.5,18.45,3.1037,-58004000
40,450,4,0.6,19.1,2.8213,-54353000
40,450,4,0.7,19.75,2.5835,-51149000
40,450,4,0.8,20.7,2.3783,-47936000
40,450,5,0.5,11.4,3.4505,-77804000
40,450,5,0.6,11.65,3.1668,-73734000
40,450,5,0.7,12.1,2.9278,-69566000
40,450,5,0.8,12.45,2.7215,-66120000
40,450,6,0.5,7.6,3.7347,-99138000
40,450,6,0.6,7.9,3.4502,-93459000
40,450,6,0.7,8.05,3.2105,-89311000
40,450,6,0.8,8.35,3.0032,-84813000
40,450,7,0.5,5.5,3.9764,-120250000
40,450,7,0.6,5.6,3.6913,-114820000
40,450,7,0.7,5.75,3.4509,-109560000
40,450,7,0.8,5.9,3.2431,-104850000
40,475,4,0.5,20.5,3.1038,-55028000
40,475,4,0.6,21.25,2.8214,-51531000
40,475,4,0.7,22.1,2.5836,-48354000
40,475,4,0.8,22.95,2.3784,-45527000
40,475,5,0.5,12.6,3.4506,-74007000
40,475,5,0.6,13.05,3.1669,-69667000
40,475,5,0.7,13.45,2.9279,-65983000
40,475,5,0.8,13.85,2.7215,-62689000
40,475,6,0.5,8.55,3.7349,-93470000
40,475,6,0.6,8.8,3.4503,-88553000
40,475,6,0.7,8.95,3.2104,-84700000
40,475,6,0.8,9.2,3.0033,-80801000
40,475,7,0.5,6.15,3.9766,-113720000
40,475,7,0.6,6.3,3.6914,-108250000
40,475,7,0.7,6.45,3.451,-103440000
40,475,7,0.8,6.6,3.2432,-99135000
40,500,4,0.5,22.65,3.1039,-52352000
40,500,4,0.6,23.45,2.8215,-49055000
40,500,4,0.7,24.5,2.5837,-45925000
40,500,4,0.8,25.45,2.3785,-43234000
40,500,5,0.5,14,3.4506,-70210000
40,500,5,0.6,14.4,3.167,-66322000
40,500,5,0.7,14.9,2.928,-62691000
40,500,5,0.8,15.4,2.7216,-59452000
40,500,6,0.5,9.5,3.7348,-88673000
40,500,6,0.6,9.7,3.4504,-84346000
40,500,6,0.7,10,3.2105,-80131000
40,500,6,0.8,10.2,3.0034,-76740000
40,500,7,0.5,6.85,3.9765,-107750000
40,500,7,0.6,6.95,3.6915,-103070000
40,500,7,0.7,7.1,3.4511,-98597000
40,500,7,0.8,7.25,3.2432,-94587000
40,525,4,0.5,25.1,3.1039,-49732000
40,525,4,0.6,25.9,2.8216,-46678000
40,525,4,0.7,26.9,2.5837,-43829000
40,525,4,0.8,27.85,2.3785,-41329000
40,525,5,0.5,15.4,3.4507,-66943000
40,525,5,0.6,15.9,3.1671,-63117000
40,525,5,0.7,16.4,2.928,-59756000
40,525,5,0.8,16.85,2.7216,-56837000
40,525,6,0.5,10.4,3.735,-84751000
40,525,6,0.6,10.7,3.4505,-80309000
40,525,6,0.7,11.05,3.2106,-76230000
40,525,6,0.8,11.25,3.0034,-73071000
40,525,7,0.5,7.55,3.9767,-102640000
40,525,7,0.6,7.7,3.6917,-97922000
40,525,7,0.7,7.85,3.4511,-93769000
40,525,7,0.8,8,3.2434,-90047000
40,550,4,0.5,27.45,3.104,-47556000
40,550,4,0.6,28.55,2.8216,-44459000
40,550,4,0.7,29.75,2.5838,-41678000
40,550,4,0.8,30.75,2.3786,-39332000
40,550,5,0.5,16.9,3.4507,-63903000
40,550,5,0.6,17.45,3.1671,-60249000
40,550,5,0.7,18,2.9281,-57039000
40,550,5,0.8,18.55,2.7216,-54170000
40,550,6,0.5,11.45,3.7351,-80772000
40,550,6,0.6,11.8,3.4505,-76475000
40,550,6,0.7,12.15,3.2106,-72698000
40,550,6,0.8,12.4,3.0035,-69601000
40,550,7,0.5,8.25,3.9768,-98188000
40,550,7,0.6,8.45,3.6917,-93476000
40,550,7,0.7,8.65,3.4512,-89329000
40,550,7,0.8,8.8,3.2433,-85856000
40,575,4,0.5,29.95,3.1041,-45529000
40,575,4,0.6,31,2.8217,-42667000
40,575,4,0.7,32.5,2.5839,-39876000
40,575,4,0.8,33.55,2.3787,-37656000
40,575,5,0.5,18.4,3.4508,-61244000
40,575,5,0.6,19.15,3.1672,-57513000
40,575,5,0.7,19.6,2.9281,-54662000
40,575,5,0.8,20.3,2.7217,-51783000
40,575,6,0.5,12.45,3.7351,-77461000
40,575,6,0.6,12.75,3.4506,-73571000
40,575,6,0.7,13.1,3.2107,-70013000
40,575,6,0.8,13.5,3.0035,-66705000
40,575,7,0.5,8.95,3.9769,-94270000
40,575,7,0.6,9.2,3.6918,-89586000
40,575,7,0.7,9.45,3.4513,-85465000
40,575,7,0.8,9.7,3.2434,-81777000
40,600,4,0.5,32.55,3.1042,-43673000
40,600,4,0.6,33.9,2.8218,-40802000
40,600,4,0.7,35.1,2.584,-38371000
40,600,4,0.8,36.3,2.3788,-36202000
40,600,5,0.5,20.15,3.4509,-58525000
40,600,5,0.6,20.7,3.1672,-55319000
40,600,5,0.7,21.45,2.9282,-52252000
40,600,5,0.8,22.15,2.7218,-49574000
40,600,6,0.5,13.65,3.7352,-73978000
40,600,6,0.6,13.9,3.4506,-70462000
40,600,6,0.7,14.45,3.2107,-66663000
40,600,6,0.8,14.75,3.0036,-63817000
40,600,7,0.5,9.7,3.9769,-90553000
40,600,7,0.6,10.1,3.6919,-85502000
40,600,7,0.7,10.3,3.4514,-81864000
40,600,7,0.8,10.4,3.2435,-78978000
42.5,150,4,0.5,2.3,3.5026,-174520000
42.5,150,4,0.6,2.4,3.1837,-162880000
42.5,150,4,0.7,2.45,2.9154,-154270000
42.5,150,4,0.8,2.6,2.6837,-143680000
42.5,150,5,0.5,1.4,3.8937,-235850000
42.5,150,5,0.6,1.45,3.5739,-222020000
42.5,150,5,0.7,1.5,3.3042,-209890000
42.5,150,5,0.8,1.55,3.0712,-199070000
42.5,150,6,0.5,0.95,4.215,-297890000
42.5,150,6,0.6,1,3.8938,-279060000
42.5,150,6,0.7,1,3.623,-269190000
42.5,150,6,0.8,1.05,3.3896,-254090000
42.5,150,7,0.5,0.7,4.4873,-358060000
42.5,150,7,0.6,0.7,4.1651,-344970000
42.5,150,7,0.7,0.75,3.8932,-322210000
42.5,150,7,0.8,0.75,3.6592,-312380000
42.5,175,4,0.5,3.15,3.5029,-149130000
42.5,175,4,0.6,3.25,3.1842,-139980000
42.5,175,4,0.7,3.4,2.9156,-130960000
42.5,175,4,0.8,3.55,2.684,-122970000
42.5,175,5,0.5,1.95,3.8941,-199850000
42.5,175,5,0.6,2,3.5739,-189050000
42.5,175,5,0.7,2.05,3.3042,-179550000
42.5,175,5,0.8,2.1,3.0712,-171020000
42.5,175,6,0.5,1.3,4.2148,-254640000
42.5,175,6,0.6,1.35,3.8941,-240190000
42.5,175,6,0.7,1.4,3.6232,-227510000
42.5,175,6,0.8,1.4,3.3894,-220050000
42.5,175,7,0.5,0.95,4.4876,-307370000
42.5,175,7,0.6,0.95,4.1652,-296120000
42.5,175,7,0.7,1,3.8943,-279080000
42.5,175,7,0.8,1,3.6598,-270550000
42.5,200,4,0.5,4.15,3.5028,-129930000
42.5,200,4,0.6,4.3,3.1841,-121690000
42.5,200,4,0.7,4.4,2.9158,-115120000
42.5,200,4,0.8,4.6,2.6841,-108030000
42.5,200,5,0.5,2.5,3.8939,-176500000
42.5,200,5,0.6,2.6,3.5743,-165810000
42.5,200,5,0.7,2.7,3.3045,-156450000
42.5,200,5,0.8,2.8,3.0715,-148120000
42.5,200,6,0.5,1.7,4.2149,-222680000
42.5,200,6,0.6,1.75,3.8945,-210970000
42.5,200,6,0.7,1.8,3.6236,-200660000
42.5,200,6,0.8,1.85,3.3899,-191430000
42.5,200,7,0.5,1.25,4.4873,-267950000
42.5,200,7,0.6,1.25,4.166,-258180000
42.5,200,7,0.7,1.3,3.8943,-244770000
42.5,200,7,0.8,1.3,3.6596,-237280000
42.5,225,4,0.5,5.2,3.503,-116070000
42.5,225,4,0.6,5.35,3.1843,-109110000
42.5,225,4,0.7,5.6,2.9159,-102050000
42.5,225,4,0.8,5.75,2.6841,-96623000
42.5,225,5,0.5,3.2,3.8946,-156020000
42.5,225,5,0.6,3.3,3.5741,-147180000
42.5,225,5,0.7,3.4,3.3047,-139420000
42.5,225,5,0.8,3.5,3.0716,-132480000
42.5,225,6,0.5,2.15,4.2155,-198030000
42.5,225,6,0.6,2.2,3.8942,-188150000
42.5,225,6,0.7,2.25,3.6235,-179470000
42.5,225,6,0.8,2.35,3.3898,-169850000
42.5,225,7,0.5,1.55,4.4881,-240650000
42.5,225,7,0.6,1.6,4.1659,-228200000
42.5,225,7,0.7,1.65,3.8945,-217270000
42.5,225,7,0.8,1.65,3.6598,-210620000
42.5,250,4,0.5,6.4,3.5031,-104630000
42.5,250,4,0.6,6.65,3.1844,-97862000
42.5,250,4,0.7,6.95,2.9159,-91602000
42.5,250,4,0.8,7.15,2.6843,-86652000
42.5,250,5,0.5,3.95,3.8946,-140430000
42.5,250,5,0.6,4.05,3.5744,-132860000
42.5,250,5,0.7,4.2,3.3047,-125450000
42.5,250,5,0.8,4.35,3.0716,-118840000
42.5,250,6,0.5,2.7,4.2156,-176710000
42.5,250,6,0.6,2.75,3.8947,-168300000
42.5,250,6,0.7,2.85,3.6236,-159460000
42.5,250,6,0.8,2.9,3.3899,-152900000
42.5,250,7,0.5,1.9,4.4881,-217360000
42.5,250,7,0.6,2,4.1661,-204110000
42.5,250,7,0.7,2,3.8945,-197350000
42.5,250,7,0.8,2.05,3.6601,-188970000
42.5,275,4,0.5,7.8,3.5033,-94777000
42.5,275,4,0.6,8.1,3.1845,-88673000
42.5,275,4,0.7,8.35,2.916,-83573000
42.5,275,4,0.8,8.75,2.6843,-78330000
42.5,275,5,0.5,4.75,3.8948,-128060000
42.5,275,5,0.7,5.1,3.3047,-113840000
42.5,275,5,0.8,5.25,3.0717,-108170000
42.5,275,6,0.5,3.25,4.2159,-161070000
42.5,275,6,0.6,3.35,3.8947,-152480000
42.5,275,6,0.7,3.4,3.624,-146000000
42.5,275,6,0.8,3.5,3.39,-139180000
42.5,275,7,0.5,2.35,4.488,-195440000
42.5,275,7,0.6,2.4,4.166,-186320000
42.5,275,7,0.7,2.45,3.895,-178310000
42.5,275,7,0.8,2.5,3.6603,-171120000
42.5,300,4,0.5,9.2,3.5034,-87270000
42.5,300,4,0.6,9.55,3.1846,-81666000
42.5,300,4,0.7,10,2.9161,-76369000
42.5,300,4,0.8,10.3,2.6844,-72197000
42.5,300,5,0.5,5.7,3.8948,-116900000
42.5,300,5,0.6,5.85,3.5747,-110550000
42.5,300,5,0.7,6.1,3.3048,-104090000
42.5,300,5,0.8,6.25,3.0718,-99146000
42.5,300,6,0.5,3.85,4.216,-147990000
42.5,300,6,0.6,3.95,3.8947,-140430000
42.5,300,6,0.7,4.05,3.6239,-133770000
42.5,300,6,0.8,4.2,3.3899,-127050000
42.5,300,7,0.5,2.75,4.4883,-180670000
42.5,300,7,0.6,2.8,4.1665,-172510000
42.5,300,7,0.7,2.9,3.8949,-163890000
42.5,300,7,0.8,2.95,3.6604,-157530000
42.5,325,4,0.5,10.85,3.5033,-80360000
42.5,325,4,0.6,11.3,3.1847,-75077000
42.5,325,4,0.7,11.7,2.9162,-70604000
42.5,325,4,0.8,12.1,2.6844,-66612000
42.5,325,5,0.5,6.65,3.8949,-108230000
42.5,325,5,0.6,6.85,3.5746,-102160000
42.5,325,5,0.7,7.1,3.3049,-96487000
42.5,325,5,0.8,7.3,3.0719,-91739000
42.5,325,6,0.5,4.55,4.2159,-136130000
42.5,325,6,0.6,4.6,3.8947,-130130000
42.5,325,6,0.7,4.8,3.6238,-122880000
42.5,325,6,0.8,4.9,3.3901,-117630000
42.5,325,7,0.5,3.2,4.4883,-167490000
42.5,325,7,0.6,3.35,4.1666,-157720000
42.5,325,7,0.7,3.4,3.8952,-151370000
42.5,325,7,0.8,3.5,3.6606,-144630000
42.5,350,4,0.5,12.55,3.5035,-74722000
42.5,350,4,0.6,13.05,3.1847,-69862000
42.5,350,4,0.7,13.6,2.9162,-65487000
42.5,350,4,0.8,14,2.6846,-61928000
42.5,350,5,0.5,7.7,3.895,-100580000
42.5,350,5,0.6,8,3.5748,-94536000
42.5,350,5,0.7,8.2,3.3049,-89782000
42.5,350,5,0.8,8.45,3.072,-85270000
42.5,350,6,0.5,5.2,4.216,-127340000
42.5,350,6,0.6,5.4,3.8948,-120100000
42.5,350,6,0.7,5.45,3.624,-115320000
42.5,350,6,0.8,5.7,3.3901,-109070000
42.5,350,7,0.5,3.8,4.4887,-153700000
42.5,350,7,0.6,3.85,4.1666,-147120000
42.5,350,7,0.7,3.95,3.8952,-140440000
42.5,350,7,0.8,4.05,3.6605,-134450000
42.5,375,4,0.5,14.4,3.5036,-69757000
42.5,375,4,0.6,14.95,3.1847,-65273000
42.5,375,4,0.7,15.65,2.9163,-61048000
42.5,375,4,0.8,16.05,2.6846,-57839000
42.5,375,5,0.5,8.9,3.8951,-93557000
42.5,375,5,0.6,9.15,3.5749,-88397000
42.5,375,5,0.7,9.45,3.3051,-83635000
42.5,375,5,0.8,9.7,3.0721,-79587000
42.5,375,6,0.5,6,4.2161,-118550000
42.5,375,6,0.6,6.15,3.8948,-112540000
42.5,375,6,0.7,6.3,3.624,-107260000
42.5,375,6,0.8,6.5,3.3902,-102130000
42.5,375,7,0.5,4.35,4.4888,-143660000
42.5,375,7,0.6,4.45,4.1669,-136850000
42.5,375,7,0.7,4.55,3.8953,-130850000
42.5,375,7,0.8,4.65,3.6607,-125480000
42.5,400,4,0.5,16.35,3.5037,-65466000
42.5,400,4,0.6,17,3.1849,-61212000
42.5,400,4,0.7,17.6,2.9164,-57569000
42.5,400,4,0.8,18.35,2.6847,-54094000
42.5,400,5,0.5,10.15,3.8951,-87608000
42.5,400,5,0.6,10.4,3.575,-82916000
42.5,400,5,0.7,10.75,3.305,-78415000
42.5,400,5,0.8,11.1,3.0722,-74400000
42.5,400,6,0.5,6.9,4.2161,-110550000
42.5,400,6,0.6,7,3.895,-105490000
42.5,400,6,0.7,7.2,3.6242,-100330000
42.5,400,6,0.8,7.4,3.3903,-95723000
42.5,400,7,0.5,4.9,4.4889,-135360000
42.5,400,7,0.6,5.05,4.1669,-128460000
42.5,400,7,0.7,5.1,3.8953,-123600000
42.5,400,7,0.8,5.3,3.6609,-117540000
42.5,425,4,0.5,18.55,3.5038,-61462000
42.5,425,4,0.6,19.25,3.185,-57524000
42.5,425,4,0.7,19.95,2.9165,-54072000
42.5,425,4,0.8,20.75,2.6848,-50870000
42.5,425,5,0.5,11.4,3.8951,-82666000
42.5,425,5,0.6,11.7,3.575,-78174000
42.5,425,5,0.7,12.2,3.3052,-73610000
42.5,425,5,0.8,12.4,3.0721,-70392000
42.5,425,6,0.5,7.75,4.2161,-104310000
42.5,425,6,0.6,7.9,3.895,-99301000
42.5,425,6,0.7,8.05,3.6242,-94891000
42.5,425,6,0.8,8.4,3.3903,-89846000
42.5,425,7,0.5,5.5,4.4889,-127760000
42.5,425,7,0.6,5.65,4.1671,-121450000
42.5,425,7,0.7,5.8,3.8954,-115900000
42.5,425,7,0.8,5.95,3.661,-110930000
42.5,450,4,0.5,20.75,3.5038,-58113000
42.5,450,4,0.6,21.6,3.1851,-54306000
42.5,450,4,0.7,22.45,2.9166,-50973000
42.5,450,4,0.8,23.2,2.6849,-48110000
42.5,450,5,0.5,12.8,3.8953,-78015000
42.5,450,5,0.6,13.1,3.575,-73879000
42.5,450,5,0.7,13.55,3.3052,-69847000
42.5,450,5,0.8,14.05,3.0723,-66131000
42.5,450,6,0.5,8.6,4.2163,-99022000
42.5,450,6,0.6,8.95,3.8951,-93296000
42.5,450,6,0.7,9.1,3.6243,-89249000
42.5,450,6,0.8,9.4,3.3904,-84933000
42.5,450,7,0.5,6.25,4.489,-119850000
42.5,450,7,0.6,6.35,4.1672,-114560000
42.5,450,7,0.7,6.6,3.8956,-108650000
42.5,450,7,0.8,6.65,3.6612,-104930000
42.5,475,4,0.5,23.15,3.5039,-55019000
42.5,475,4,0.6,23.85,3.1851,-51682000
42.5,475,4,0.7,24.9,2.9166,-48401000
42.5,475,4,0.8,25.75,2.685,-45667000
42.5,475,5,0.5,14.25,3.8954,-73940000
42.5,475,5,0.6,14.65,3.5751,-69862000
42.5,475,5,0.7,15.15,3.3053,-66056000
42.5,475,5,0.8,15.6,3.0724,-62761000
42.5,475,6,0.5,9.7,4.2163,-93239000
42.5,475,6,0.6,9.85,3.8951,-88932000
42.5,475,6,0.7,10.1,3.6243,-84716000
42.5,475,6,0.8,10.4,3.3905,-80748000
42.5,475,7,0.5,6.9,4.4891,-114070000
42.5,475,7,0.6,7.15,4.1673,-107970000
42.5,475,7,0.7,7.25,3.8959,-103670000
42.5,475,7,0.8,7.4,3.6612,-99474000
42.5,500,4,0.5,25.75,3.504,-52168000
42.5,500,4,0.6,26.7,3.1852,-48846000
42.5,500,4,0.7,27.55,2.9167,-46015000
42.5,500,4,0.8,28.8,2.6851,-43181000
42.5,500,5,0.5,15.8,3.8955,-70221000
42.5,500,5,0.6,16.3,3.5752,-66233000
42.5,500,5,0.7,16.9,3.3054,-62543000
42.5,500,5,0.8,17.2,3.0724,-59771000
42.5,500,6,0.5,10.7,4.2164,-88776000
42.5,500,6,0.6,11.05,3.8951,-83964000
42.5,500,6,0.7,11.25,3.6245,-80271000
42.5,500,6,0.8,11.55,3.3905,-76623000
42.5,500,7,0.5,7.7,4.4893,-107980000
42.5,500,7,0.6,7.85,4.1675,-103040000
42.5,500,7,0.7,8.05,3.896,-98384000
42.5,500,7,0.8,8.25,3.6613,-94212000
42.5,525,4,0.5,28.2,3.5041,-49851000
42.5,525,4,0.6,29.45,3.1853,-46510000
42.5,525,4,0.7,30.45,2.9168,-43770000
42.5,525,4,0.8,31.65,2.6851,-41192000
42.5,525,5,0.5,17.3,3.8954,-67107000
42.5,525,5,0.6,17.95,3.5753,-63116000
42.5,525,5,0.7,18.5,3.3055,-59779000
42.5,525,5,0.8,19.15,3.0725,-56647000
42.5,525,6,0.5,11.75,4.2165,-84717000
42.5,525,6,0.6,12.05,3.8952,-80406000
42.5,525,6,0.7,12.5,3.6245,-76152000
42.5,525,6,0.8,12.75,3.3905,-72927000
42.5,525,7,0.5,8.55,4.4893,-102480000
42.5,525,7,0.6,8.7,4.1674,-97879000
42.5,525,7,0.7,8.9,3.896,-93569000
42.5,525,7,0.8,9.1,3.6615,-89706000
42.5,550,4,0.5,30.95,3.5042,-47586000
42.5,550,4,0.6,32.15,3.1853,-44515000
42.5,550,4,0.7,33.45,2.9169,-41762000
42.5,550,4,0.8,34.75,2.6852,-39312000
